CityID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Gavle,SE,60.6745,17.1417,3.61,83,100,2.68,overcast clouds
457,Yuanping,CN,38.7153,112.7575,-2.18,92,100,1.2,light snow
458,Seven Hills,US,41.3953,-81.6762,-1.43,72,100,8.23,overcast clouds
459,Merzig,DE,49.45,6.6333,2.15,77,66,1.5,broken clouds
460,Batemans Bay,AU,-35.7167,150.1833,18.39,91,65,1.37,broken clouds
461,Viransehir,TR,37.2353,39.7631,7.08,58,2,1.39,clear sky
462,Vila Velha,BR,-20.3297,-40.2925,24.97,90,40,3.6,scattered clouds
463,Viedma,AR,-40.8135,-62.9967,28.83,14,100,3.63,overcast clouds
464,Galle,LK,6.0367,80.217,24.01,89,100,1.45,overcast clouds
465,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-34.63,100,90,0.55,overcast clouds
466,Vaiano,IT,43.949,11.1232,7.8,67,0,1.03,clear sky
467,High Level,CA,58.5169,-117.136,-16.94,78,100,6.69,light snow
468,Kabalo,CD,-6.05,26.9167,21.89,90,56,0.94,light rain
469,Seryshevo,RU,51.0933,128.3786,-18.84,93,100,3.63,overcast clouds
470,Vasto,IT,42.1243,14.7059,6.93,74,100,3.65,overcast clouds
471,Nishihara,JP,26.1842,127.7558,20.6,83,100,7.2,overcast clouds
472,Chuguyevka,RU,44.1653,133.8633,-19.25,100,100,0.64,overcast clouds
473,Esmeraldas,BR,-19.7625,-44.3139,24.58,86,75,2.61,broken clouds
474,Saltillo,MX,25.4167,-101.0,19.99,48,0,4.12,clear sky
475,Malaya Purga,RU,56.5567,53.0043,-4.74,97,100,2.4,light snow
476,Voznesenye,RU,61.0106,35.4781,-2.89,88,96,5.98,overcast clouds
477,Ocara,BR,-4.4908,-38.5967,28.58,62,35,4.33,scattered clouds
478,Aljezur,PT,37.3191,-8.8033,12.22,89,100,2.85,overcast clouds
479,Poum,NC,-20.2333,164.0167,27.18,74,100,1.47,overcast clouds
480,Elat,IL,29.5581,34.9482,15.91,44,0,5.14,clear sky
481,Monte Patria,CL,-30.6919,-70.9467,28.51,35,1,5.84,clear sky
482,Baoqing,CN,46.3317,132.2111,-20.04,93,18,2.44,few clouds
483,Qasigiannguit,GL,68.8193,-51.1922,-9.97,87,100,5.8,light snow
484,Kouango,CF,4.9934,19.9619,28.2,23,71,1.03,broken clouds
485,Kiunga,PG,-6.1219,141.2906,22.26,92,92,0.6,overcast clouds
486,Killybegs,IE,54.6333,-8.45,8.03,82,100,8.86,overcast clouds
487,Kafanchan,NG,9.5833,8.3,23.6,15,12,1.84,few clouds
488,Bhatkal,IN,13.9667,74.5667,24.0,56,4,1.7,clear sky
489,Amapa,BR,1.0,-52.0,26.98,78,77,1.72,broken clouds
490,Sakaiminato,JP,35.55,133.2333,0.99,93,75,1.54,broken clouds
491,Okha,RU,53.5739,142.9478,-14.47,94,89,3.32,overcast clouds
492,Sandpoint,US,48.2766,-116.5533,6.45,65,0,0.89,clear sky
493,Ixtapa,MX,20.7,-105.2,31.73,25,5,3.52,clear sky
494,Karaton,ID,-6.3424,106.1045,27.2,91,100,1.85,overcast clouds
495,Palana,RU,59.1167,159.9667,-24.75,95,28,1.91,scattered clouds
496,Aklavik,CA,68.2191,-135.0107,-27.54,68,75,1.54,broken clouds
497,Broken Hill,AU,-31.95,141.4333,21.84,33,8,3.6,clear sky
498,Gweru,ZW,-19.45,29.8167,17.94,50,10,5.12,clear sky
499,Bilara,IN,26.1792,73.7056,15.58,28,0,1.36,clear sky
500,Athabasca,CA,54.7169,-113.2854,-6.1,78,59,2.18,broken clouds
501,Tshikapa,CD,-6.4167,20.8,21.6,95,76,1.0,moderate rain
502,Khorixas,NA,-20.3667,14.9667,21.23,79,100,3.01,light rain
503,Kizema,RU,61.113,44.8302,-9.64,95,98,2.72,overcast clouds
504,Kenora,CA,49.8167,-94.4337,-22.34,57,75,1.79,broken clouds
505,Bilibino,RU,68.0546,166.4372,-33.65,100,100,0.49,overcast clouds
506,Miandrivazo,MG,-19.5167,45.4667,26.53,83,53,1.01,moderate rain
507,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-18.46,78,75,2.0,broken clouds
508,Oranjemund,NA,-28.55,16.4333,20.4,76,2,4.03,clear sky
509,Sobolevo,RU,54.4299,31.8996,-4.44,89,20,6.24,few clouds
510,Talnakh,RU,69.4865,88.3972,-22.55,79,14,4.21,few clouds
511,Tromso,NO,69.6496,18.957,-5.99,79,0,4.12,clear sky
512,Hornepayne,CA,49.2138,-84.7705,-19.29,73,100,2.21,overcast clouds
513,Saint Stephen,GB,50.3333,-4.9,10.15,93,75,7.72,broken clouds
514,Mankono,CI,8.0586,-6.1897,27.67,16,6,1.22,clear sky
515,Hemnesberget,NO,66.2333,13.6333,-0.74,91,94,2.8,overcast clouds
516,Sandeid,NO,59.5449,5.8636,6.17,99,100,3.76,light rain
517,Singaraja,ID,-8.112,115.0882,27.76,94,100,1.59,overcast clouds
518,Constitucion,CL,-35.3333,-72.4167,21.88,53,2,2.5,clear sky
519,Hofn,IS,64.2539,-15.2082,-4.24,69,100,9.3,overcast clouds
520,Lodja,CD,-3.4833,23.4333,21.77,93,76,0.82,light rain
521,Ambilobe,MG,-13.2,49.05,22.55,96,86,1.15,light rain
522,Yaypan,UZ,40.3758,70.8156,4.04,94,100,0.36,overcast clouds
523,Sangar,RU,63.9242,127.4739,-29.81,98,100,0.86,overcast clouds
524,Lucea,JM,18.451,-78.1736,29.36,70,15,6.46,few clouds
525,Ouesso,CG,1.6136,16.0517,25.79,28,100,0.27,overcast clouds
526,Linxia,CN,35.6003,103.2064,-11.56,68,1,2.38,clear sky
527,Pontes E Lacerda,BR,-15.2261,-59.3353,26.63,91,92,1.63,overcast clouds
528,Lethem,GY,3.3803,-59.7968,35.39,34,74,5.38,broken clouds
529,Sinnamary,GF,5.3833,-52.95,25.64,87,69,5.25,broken clouds
530,Konevo,RU,62.1215,39.3192,-8.15,96,99,2.18,overcast clouds
531,Gunjur,GM,13.2019,-16.7339,30.04,26,0,2.57,clear sky
532,Denpasar,ID,-8.65,115.2167,27.81,78,20,4.12,few clouds
533,Erzin,TR,36.9559,36.2,5.29,70,22,1.34,few clouds
534,Kerrville,US,30.0474,-99.1403,12.01,40,0,12.35,clear sky
535,Vidim,RU,56.4088,103.1106,-30.69,100,88,1.4,overcast clouds
536,Antalya,TR,36.7741,30.7178,10.05,80,84,2.06,broken clouds
537,Honiara,SB,-9.4333,159.95,24.99,88,94,0.97,overcast clouds
538,Selizharovo,RU,56.8519,33.4487,-1.91,93,100,5.34,light snow
539,Bilma,NE,18.6853,12.9164,18.94,16,0,3.64,clear sky
540,Ayan,RU,56.45,138.1667,-21.2,80,65,3.04,broken clouds
541,Ambo,PE,-10.1308,-76.2047,20.71,66,99,2.73,overcast clouds
542,Makokou,GA,0.5738,12.8642,25.61,62,17,1.23,few clouds
543,Dolores,AR,-36.3132,-57.6792,21.16,32,9,7.87,clear sky
544,Lixourion,GR,38.2019,20.4314,11.89,78,100,1.47,overcast clouds
545,Marzuq,YE,14.4,46.4667,17.65,69,11,1.64,few clouds
546,Qingquan,CN,30.4511,115.2559,5.59,92,100,1.68,overcast clouds
547,Ornskoldsvik,SE,63.2909,18.7153,-3.47,86,75,1.54,broken clouds
548,Ust-Kulom,RU,61.6864,53.6902,-9.97,98,100,1.35,overcast clouds
549,Ust-Maya,RU,60.4167,134.5333,-35.77,100,100,0.53,overcast clouds
550,Alekseyevskoye,RU,55.3071,50.1135,-2.62,96,100,4.85,light snow
551,Katghora,IN,22.5,82.55,12.24,39,7,2.63,clear sky
552,Toora-Khem,RU,52.4675,96.11,-31.98,100,97,0.58,overcast clouds
553,Igarka,RU,67.4667,86.5833,-23.89,84,3,4.69,clear sky
554,Husavik,IS,66.0449,-17.3389,-4.05,87,93,3.29,overcast clouds
555,Palmer,US,42.1584,-72.3287,13.67,38,75,8.75,broken clouds
556,Ambikapur,IN,23.1167,83.2,9.61,41,6,0.78,clear sky
557,Minab,IR,27.1467,57.0801,20.18,73,84,0.0,broken clouds
558,Matagami,CA,49.7502,-77.6328,-24.94,64,0,5.66,clear sky
559,Cayenne,GF,4.9333,-52.3333,27.02,88,75,5.66,broken clouds
560,Takaka,NZ,-40.85,172.8,15.31,92,100,5.87,light rain
561,Nuuk,GL,64.1835,-51.7216,-10.81,84,100,3.43,overcast clouds
562,Marrakesh,MA,31.6315,-8.0083,18.04,27,1,2.06,clear sky
563,Hyeres,FR,43.1167,6.1167,11.86,54,0,3.6,clear sky
564,Kokstad,ZA,-30.5472,29.4241,18.68,89,78,1.68,broken clouds
565,Aitape,PG,-3.1374,142.3475,25.19,86,88,2.6,overcast clouds
566,Olbia,IT,40.9214,9.4856,6.03,93,0,0.51,clear sky
567,Comodoro Rivadavia,AR,-45.8667,-67.5,29.92,23,0,5.14,clear sky
568,Catuday,PH,16.2923,119.8062,24.65,71,100,4.37,overcast clouds
569,Bogyiszlo,HU,46.3864,18.8296,3.69,67,6,2.93,clear sky
570,Zhigalovo,RU,54.8097,105.1578,-36.0,100,93,0.6,overcast clouds
571,Camocim,BR,-2.9022,-40.8411,28.26,71,65,5.84,broken clouds
572,Bonavista,CA,48.6499,-53.1147,5.06,80,100,10.78,overcast clouds
573,Brooks,CA,50.5834,-111.8851,6.35,40,100,2.06,overcast clouds
574,Buala,SB,-8.145,159.5921,25.77,82,100,0.94,overcast clouds
575,Kulhudhuffushi,MV,6.6221,73.07,27.24,74,100,2.52,light rain
576,Wichita Falls,US,33.9137,-98.4934,7.92,26,0,5.66,clear sky
577,Hualmay,PE,-11.0964,-77.6139,24.09,69,38,4.83,scattered clouds
578,San Fernando,PH,15.0286,120.6898,26.19,80,100,1.97,overcast clouds
579,Zaterechnyy,RU,44.7931,45.2097,6.15,62,100,3.96,overcast clouds
580,Lchashen,AM,40.5176,44.9319,-6.94,72,8,2.74,clear sky
581,Mweka,CD,-4.85,21.5667,21.15,93,81,0.93,light rain
582,Cubuk,TR,40.2386,33.0322,3.81,80,0,1.54,clear sky
583,Pale,BA,43.8161,18.5694,-1.14,74,0,0.51,clear sky
584,Derzhavinsk,KZ,51.1,66.3167,-3.7,96,100,7.68,light snow
585,Chimoio,MZ,-19.1164,33.4833,21.92,88,20,0.64,few clouds
586,The Pas,CA,53.8251,-101.2541,-20.99,65,0,3.09,clear sky
587,Lasa,IT,46.6166,10.7002,-0.3,50,19,0.7,few clouds
588,Laguna,US,38.421,-121.4238,26.28,50,0,0.45,clear sky
589,Zhezkazgan,KZ,47.8043,67.7144,-3.01,93,100,9.0,overcast clouds
590,Bambanglipuro,ID,-7.95,110.2833,17.0,88,99,1.83,light rain
591,Henderson,US,36.0397,-114.9819,21.75,18,0,4.63,clear sky
592,Noumea,NC,-22.2763,166.4572,26.67,99,95,1.11,overcast clouds
593,Summerville,US,33.0185,-80.1757,21.1,38,0,2.57,clear sky
594,Ahtopol,BG,42.1,27.95,5.68,82,100,5.74,overcast clouds
595,Hovd,MN,48.0056,91.6419,-27.44,83,68,1.65,broken clouds
596,Caarapo,BR,-22.6342,-54.8222,33.78,28,41,1.34,scattered clouds
597,Chapais,CA,49.7834,-74.8492,-23.12,82,100,5.13,overcast clouds
598,Lobva,RU,59.1854,60.5185,-15.08,99,98,0.85,overcast clouds
599,Goma,CD,-1.6792,29.2228,17.09,85,99,1.28,overcast clouds
600,Petukhovo,RU,55.0692,67.9019,-21.63,100,94,0.64,overcast clouds
601,Port Keats,AU,-14.25,129.55,25.96,84,40,1.55,scattered clouds
602,Hokitika,NZ,-42.7167,170.9667,10.37,83,100,4.22,overcast clouds
603,Livadiya,RU,42.8692,132.6764,-9.25,64,6,4.16,clear sky
604,Da Nang,VN,16.0678,108.2208,23.99,83,75,1.54,broken clouds
605,Paracatu,BR,-17.2222,-46.8747,22.87,86,74,3.05,broken clouds
606,Takoradi,GH,4.8845,-1.7554,26.83,81,96,3.51,overcast clouds
607,Porto Novo,BJ,6.4965,2.6036,27.9,79,23,4.12,few clouds
608,Binga,ZW,-17.6203,27.3414,22.44,80,86,0.44,overcast clouds
609,Mpanda,TZ,-6.3655,31.0409,18.86,94,100,0.73,overcast clouds
610,Soubre,CI,5.7856,-6.6083,26.65,68,78,2.83,broken clouds
611,Mopipi,BW,-21.1833,24.8833,28.86,30,100,6.33,overcast clouds
612,Ternate,ID,0.8,127.4,26.62,79,100,1.76,overcast clouds
613,Baykit,RU,61.67,96.37,-26.16,100,34,1.1,scattered clouds
614,Zheleznodorozhnyy,RU,55.7503,38.0042,-2.71,91,35,4.33,light snow
615,Saint-Joseph,RE,-21.3667,55.6167,25.2,83,14,3.87,few clouds
616,Houston,US,29.7633,-95.3633,15.01,74,100,11.83,overcast clouds
617,Bereda,ES,43.2686,-7.5406,7.15,94,55,0.79,broken clouds
618,Essenbach,DE,48.6167,12.2167,2.54,82,18,2.72,few clouds
619,Velikooktyabrskiy,RU,57.4333,33.8159,-1.59,93,100,5.87,overcast clouds
620,Imbituba,BR,-28.24,-48.6703,28.23,66,0,6.74,clear sky
621,Caravelas,BR,-17.7125,-39.2481,27.2,73,100,3.05,overcast clouds
622,Rorvik,NO,64.8621,11.2373,1.18,76,100,5.91,light snow
623,Srandakan,ID,-7.9386,110.2506,17.07,88,99,1.81,light rain
624,Staraya Mayna,RU,54.6,48.95,-1.94,96,100,3.54,light snow
625,Nicolas Bravo,MX,18.45,-88.9167,26.11,87,29,1.81,scattered clouds
626,Lata,PT,40.1629,-8.3327,12.67,94,63,0.95,broken clouds
627,Quirinopolis,BR,-18.4483,-50.4517,27.04,76,41,2.92,scattered clouds
628,Wattegama,LK,6.7989,81.4808,22.56,94,100,1.75,overcast clouds
629,Nhulunbuy,AU,-12.2333,136.7667,24.34,94,9,1.03,clear sky
630,Mujiayingzi,CN,42.1167,118.7833,-12.75,81,82,1.15,broken clouds
631,Olinda,BR,-8.0089,-34.8553,29.85,70,20,3.6,few clouds
632,Yekaterinovka,RU,52.0508,44.3451,-6.02,97,86,4.3,overcast clouds
633,Minot,US,48.2325,-101.2963,-10.45,73,100,5.66,overcast clouds
634,Gazanjyk,TM,39.2446,55.5154,7.09,61,0,2.87,clear sky
635,Atherton,GB,53.5237,-2.4935,8.66,90,100,1.79,light rain
636,Vostok,RU,46.4856,135.8833,-17.08,99,100,1.12,overcast clouds
637,Bani,DO,18.2833,-70.3333,27.14,65,30,8.16,scattered clouds
638,Boende,CD,-0.2167,20.8667,27.1,53,83,1.59,broken clouds
639,Port Hedland,AU,-20.3167,118.5667,29.03,89,19,2.57,light rain
640,Sudak,UA,44.85,34.9667,3.68,75,85,7.47,overcast clouds
641,Siloam Springs,US,36.1881,-94.5405,1.36,43,0,5.66,clear sky
642,Kondinskoye,RU,59.6481,67.41,-15.06,95,100,3.41,overcast clouds
643,Joao Pinheiro,BR,-17.7425,-46.1725,20.73,92,97,2.35,overcast clouds
644,Corn Island,NI,12.1694,-83.0418,27.05,75,100,8.47,overcast clouds
645,Tashla,RU,51.7716,52.7427,-9.7,98,100,1.35,overcast clouds
646,Mazagao,BR,-0.115,-51.2894,32.03,67,31,2.59,scattered clouds
647,Uvalde,US,29.3669,-99.767,15.55,25,0,8.23,clear sky
648,Oktyabrskoye,RU,43.0645,44.7417,-2.92,93,8,2.0,clear sky
649,Ushirombo,TZ,-3.4919,31.9639,18.43,92,98,0.96,overcast clouds
650,Opuwo,NA,-18.0607,13.84,18.83,88,100,7.68,moderate rain
651,Taitung,TW,22.7583,121.1444,20.23,84,52,4.38,broken clouds
652,Freeport,US,40.6576,-73.5832,15.32,42,0,8.23,clear sky
653,Vydrino,RU,51.485,104.8461,-23.48,92,94,1.82,overcast clouds
654,Vestmannaeyjar,IS,63.4427,-20.2734,-2.08,78,23,1.62,few clouds
655,Harer,ET,9.3094,42.1258,14.87,63,73,4.59,broken clouds
656,Faya,SA,18.3851,42.4509,14.29,65,2,2.98,clear sky
657,Bafia,CM,4.75,11.2333,24.98,33,29,1.15,scattered clouds
658,Udachnyy,RU,66.4167,112.4,-26.39,100,96,1.31,overcast clouds
659,Akyab,MM,20.15,92.9,16.77,57,100,5.22,overcast clouds
660,Aykhal,RU,66.0,111.5,-22.19,98,99,1.68,overcast clouds
661,Pemangkat,ID,1.1667,108.9667,24.54,89,100,1.54,overcast clouds
662,Kaseda,JP,31.4167,130.3167,12.42,92,100,5.02,overcast clouds
663,Wilkie,CA,52.4168,-108.7014,-12.84,74,13,0.44,few clouds
664,Angoche,MZ,-16.2325,39.9086,25.42,88,96,2.51,light rain
665,Paita,PE,-5.0892,-81.1144,29.31,64,100,6.17,overcast clouds
666,Prabumulih,ID,-3.45,104.25,22.89,98,100,0.76,moderate rain
667,Merauke,ID,-8.4667,140.3333,24.65,85,0,4.66,clear sky
668,Palauig,PH,15.435,119.9045,25.72,69,97,1.33,overcast clouds
669,Port Shepstone,ZA,-30.7414,30.455,24.6,87,88,8.05,overcast clouds
670,Jodar,ES,37.8406,-3.3526,10.77,70,100,0.85,overcast clouds
671,Rantepao,ID,-2.9701,119.8978,19.39,97,100,1.01,overcast clouds
672,Raton,US,36.9034,-104.4391,4.62,66,38,3.62,scattered clouds
673,West Wendover,US,40.7391,-114.0733,7.22,48,0,1.25,clear sky
674,Newnan,US,33.3807,-84.7997,21.75,34,0,2.57,clear sky
675,Harsany,HU,47.9667,20.75,0.15,58,0,1.35,clear sky
676,Nova Ushytsya,UA,48.8372,27.2743,-1.23,85,9,2.12,clear sky
677,Hue,VN,16.4667,107.6,22.06,94,20,0.51,few clouds
678,San Jose,US,37.3394,-121.895,26.25,44,75,0.89,broken clouds
679,Dakoro,NE,14.5106,6.765,20.84,10,3,4.59,clear sky
680,Ust-Ilimsk,RU,58.0006,102.6619,-30.67,100,74,0.64,broken clouds
681,Sudzha,RU,51.1976,35.2726,-7.4,96,39,3.33,scattered clouds
682,Touros,BR,-5.1989,-35.4608,30.5,72,33,4.46,scattered clouds
683,Sulechow,PL,52.0836,15.6251,0.4,70,0,1.03,clear sky
684,Toyooka,JP,35.5333,134.8333,3.47,83,100,0.53,overcast clouds
685,Bonthe,SL,7.5264,-12.505,25.92,82,11,4.87,few clouds
686,Maldonado,UY,-34.6667,-54.9167,17.66,88,100,7.65,overcast clouds
687,Ugoofaaru,MV,5.6667,73.0,27.08,75,100,1.86,overcast clouds
